standard gelu | 3e-4

device: cpu  params: 4,416  quadrature position: 4
epoch   0  (init)                                quad 0.645
epoch  70  train 1.1705  val 1.1773  quad 0.317
epoch  71  train 1.1690  val 1.1767  quad 0.311
epoch  72  train 1.1676  val 1.1784  quad 0.313
epoch  73  train 1.1680  val 1.1757  quad 0.320
epoch  74  train 1.1654  val 1.1721  quad 0.308
epoch  75  train 1.1656  val 1.1748  quad 0.286
epoch  76  train 1.1642  val 1.1699  quad 0.286
epoch  77  train 1.1637  val 1.1702  quad 0.288
epoch  78  train 1.1623  val 1.1684  quad 0.286
epoch  79  train 1.1614  val 1.1680  quad 0.285
epoch  80  train 1.1599  val 1.1689  quad 0.283
epoch  81  train 1.1690  val 1.1733  quad 0.238
epoch  82  train 1.1612  val 1.1668  quad 0.228
epoch  83  train 1.1580  val 1.1661  quad 0.234
epoch  84  train 1.1566  val 1.1631  quad 0.241
epoch  85  train 1.1560  val 1.1619  quad 0.240
epoch  86  train 1.1557  val 1.1656  quad 0.243
epoch  87  train 1.1542  val 1.1623  quad 0.233
epoch  88  train 1.1531  val 1.1602  quad 0.225
epoch  89  train 1.1516  val 1.1570  quad 0.220
epoch  90  train 1.1498  val 1.1567  quad 0.213
epoch  91  train 1.1489  val 1.1533  quad 0.209
epoch  92  train 1.1467  val 1.1516  quad 0.202
epoch  93  train 1.1447  val 1.1492  quad 0.200
epoch  94  train 1.1422  val 1.1453  quad 0.195
epoch  95  train 1.1393  val 1.1423  quad 0.191
epoch  96  train 1.1354  val 1.1390  quad 0.181
epoch  97  train 1.1324  val 1.1304  quad 0.155
epoch  98  train 1.1554  val 1.1597  quad 0.150
epoch  99  train 1.1445  val 1.1461  quad 0.128
epoch 100  train 1.1362  val 1.1416  quad 0.121
